,Year,Drink Window,Description,Province,Type,Name of Wine,Points,Price
18892,1999.0,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",California,Pinot Noir,Hartford 1999 Dutton Ranch-Sanchietti Vineyard Pinot Noir (Russian River Valley),94,$50.00
18893,1999.0,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",California,Pinot Noir,Hartford 1999 Sevens Bench Pinot Noir (Carneros),91,$50.00
18894,1999.0,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",California,Pinot Noir,Coyote Canyon 1999 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),88,$55.00
18895,1999.0,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",California,Pinot Noir,Schug 1999 Pinot Noir (Sonoma Valley),90,$15.00
18952,1998.0,Drink,Lean and austere statewide; highly variable,California,Pinot Noir,Brophy Clark 1998 Pinot Noir (Santa Maria Valley),85,$20.00
18953,1998.0,Drink,Lean and austere statewide; highly variable,California,Pinot Noir,Brophy Clark 1998 Pinot Noir (Arroyo Grande Valley),89,$18.00
18954,1998.0,Drink,Lean and austere statewide; highly variable,California,Pinot Noir,Siduri 1998 Muirfield Vineyard Pinot Noir (California),90,$48.00
18955,1998.0,Drink,Lean and austere statewide; highly variable,California,Pinot Noir,Talley 1998 Pinot Noir (Arroyo Grande Valley),86,$28.00
18956,1998.0,Drink,Lean and austere statewide; highly variable,California,Pinot Noir,Barefoot Cellars 1998 Reserve Pinot Noir (Sonoma County),86,$15.00
18957,1998.0,Drink,Lean and austere statewide; highly variable,California,Pinot Noir,Iron Horse 1998 Thomas Road Vineyard Pinot Noir (Sonoma County),90,$50.00
18958,1998.0,Drink,Lean and austere statewide; highly variable,California,Pinot Noir,Sonoma Creek 1998 Pinot Noir (Sonoma County),82,$15.00
19008,1997.0,Drink,"Excellent in Sonoma, with ripe, forward wines; leaner elsewhere",California,Pinot Noir,Lafond 1997 Lafond Vineyard Pinot Noir (Santa Ynez Valley),82,$35.00
19016,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Neyers 2015 Vista Luna Zinfandel,89,$26.00
19017,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Robert Biale 2015 Black Chicken Zinfandel (Napa Valley),93,$48.00
19018,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Transmission 2015 Zinfandel (Paso Robles),88,$25.00
19019,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Bruliam 2015 Rocky Ridge Vineyard Zinfandel (Rockpile),88,$42.00
19020,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,ZinPhomaniac 2015 Old Vines Zinfandel (Lodi),86,$15.00
19021,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Rossi Wallace 2015 Zinfandel (Napa Valley),93,$28.00
19022,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Boekenoogen 2015 Bell Ranch Vineyard Zinfandel (Monterey),91,$42.00
19023,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,McClean 2015 Simone Zinfandel (Central Coast),90,$16.00
19024,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Bonterra 2015 Made With Organic Grapes Zinfandel (Mendocino County),91,$16.00
19025,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Oak Farm 2015 Zinfandel (Lodi),92,$24.00
19026,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Graveyard 2015 Mortal Zin Zinfandel (Paso Robles),91,$38.00
19027,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Rabble 2015 Mossfire Ranch Zinfandel (Paso Robles),92,$25.00
19028,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Dark Horse 2015 Zinfandel (California),86,$10.00
19029,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,EOS 2015 Zinfandel (Paso Robles),88,$18.00
19030,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Terra d'Oro 2015 Deaver Vineyard Zinfandel (Amador County),89,$30.00
19031,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Opolo 2015 Summit Creek Zinfandel (Paso Robles),89,$19.00
19032,2015.0,Drink or hold,Jammed with fruit; more concentrated and ageable than 2014,California,Zinfandel,Carnivor 2015 Zinfandel (California),85,$15.00
19101,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Del Carlo Winery 2014 Home Ranch Teldeschi Vineyards Century Old Vine Zinfandel (Dry Creek Valley),90,$32.00
19102,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Wilson 2014 Sawyer Estate Zinfandel (Dry Creek Valley),88,$42.00
19103,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Burnside Road 2014 Zinfandel (Sonoma County),87,$18.00
19104,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Artezin 2014 Old Vine Zinfandel (Mendocino County),92,$18.00
19105,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Wilson 2014 Three Dog Zin Zinfandel (Sonoma County),86,$29.00
19106,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Quivira 2014 Flight Zinfandel (Dry Creek Valley),90,$42.00
19107,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Lava Cap 2014 Old Vine Estate Bottled Zinfandel (El Dorado),88,$28.00
19108,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Chalk Hill 2014 Chairman's Club Zinfandel (Russian River Valley),88,$42.00
19109,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Archgate Cellars 2014 Reserve Bottling Zinfandel (Lodi),88,$15.00
19110,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Bella Grace 2014 Zinfandel (Amador County),87,$20.00
19111,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Trinitas 2014 Zinfandel (El Dorado),93,$30.00
19112,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Uvaggio 2014 Radix Vinea Zinfandel (El Dorado),91,$24.00
19113,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Carol Shelton 2014 Wild Thing Old Vine Zinfandel (Mendocino County),88,$19.00
19114,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Barber 2014 Mr Beast Topolos Vineyard Zinfandel (Sonoma Mountain),84,$28.00
19115,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Keating 2014 Montecillo Vineyard Zinfandel (Moon Mountain District Sonoma County),88,$35.00
19116,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Castoro Cellars 2014 Zinfusion Reserve Zinfandel (Paso Robles),90,$24.00
19117,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Hanna 2014 Bismark Mountain Vineyard Zinfandel (Moon Mountain District Sonoma County),91,$64.00
19118,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Miraflores 2014 Estate Zinfandel (El Dorado),90,$30.00
19119,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,J. Rickards 2014 1908 Brignole Vineyard Old Vine Zinfandel (Alexander Valley),87,$28.00
19120,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Plungerhead 2014 Zinfandel (Dry Creek Valley),86,$18.00
19121,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Sobon Estate 2014 Old Vine Zinfandel (Amador County),88,$13.00
19122,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Parmeson 2014 Alegria Vineyard Zinfandel (Russian River Valley),87,$35.00
19123,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Benessere 2014 Estate Black Glass Vineyard Zinfandel (St. Helena),87,$35.00
19124,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Frank Family 2014 Reserve Zinfandel (Chiles Valley),88,$55.00
19125,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Robert Hall 2014 Zinfandel (Paso Robles),89,$18.00
19126,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Camp 2014 Zinfandel (Sonoma County),87,$18.00
19127,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Oak Farm 2014 Maley Brothers Wegat Vineyard Old Vine Zinfandel (Lodi),88,$29.00
19128,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Brophy Clark 2014 Whale Rock Vineyard Zinfandel (Paso Robles),89,$26.00
19129,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Josh Cellars 2014 Zinfandel (Lodi),88,$14.00
19130,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Renwood 2014 Special Reserve Zinfandel (Fiddletown),92,$50.00
19131,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Ryzin 2014 Zinfandel (Central Coast),86,$15.00
19132,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Scott Harvey 2014 Vineyard 1869 Zinfandel (Amador County),93,$48.00
19133,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Renwood 2014 Sea of Grapes Vineyard Zinfandel (Amador County),92,$50.00
19134,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Martin Ranch 2014 J.D. Hurley Zinfandel (Santa Clara Valley),87,$26.00
19135,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Robert Biale 2014 Bedrock Vineyard Zinfandel (Sonoma County),92,$50.00
19136,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Lone Madrone 2014 Sheep Camp Zinfandel (Paso Robles Willow Creek District),89,$45.00
19137,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Robert Biale 2014 Aldo's Vineyard Estate Grown Zinfandel (Oak Knoll District),94,$78.00
19138,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,McCay Cellars 2014 Lodi Native Lot 13 The Estate Vineyard Zinfandel (Mokelumne River),92,$35.00
19139,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Landsman 2014 Zinfandel (Lodi),88,$40.00
19140,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Sobon Estate 2014 Rocky Top Zinfandel (Amador County),90,$18.00
19141,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Ravenswood 2014 Old Hill Single Vineyard Zinfandel (Sonoma Valley),91,$60.00
19142,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Hunnicutt 2014 Luvisi Vineyard Zinfandel (Napa Valley),88,$48.00
19143,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Zinsane 2014 Zinfandel (Lodi),86,$16.00
19144,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Gnarly Head 2014 Old Vine Zin Zinfandel (Lodi),88,$12.00
19145,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Three 2014 Bigelow Zinfandel (Contra Costa County),93,$34.00
19146,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Decoy 2014 Zinfandel (Sonoma County),88,$25.00
19147,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Rock Wall 2014 Pearl Hart Zinfandel (Contra Costa County),88,$55.00
19148,2014.0,Drink or hold,Fresh and fruit-forward but balanced and complex,California,Zinfandel,Cedarville Vineyard 2014 Estate Zinfandel (El Dorado),90,$25.00
19341,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Artezin 2013 Zinfandel (Mendocino County),91,$18.00
19342,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Manifesto! 2013 Zinfandel (Lodi),91,$15.00
19343,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Gary Farrell 2013 Maffei Vineyard Zinfandel (Russian River Valley),92,$50.00
19344,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Barton 2013 Simple Man Zinfandel (Paso Robles Willow Creek District),92,$40.00
19345,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Sequum 2013 Kidd Ranch Zinfandel (Napa Valley),92,$40.00
19346,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Joullian 2013 Sias Cuvee Zinfandel (Carmel Valley),88,$29.00
19347,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Director's Cut 2013 Zinfandel (Dry Creek Valley),85,$27.00
19348,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Maddalena 2013 Zinfandel (Paso Robles),87,$20.00
19349,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Lusso Della Terra 2013 Zinfandel (Paso Robles Willow Creek District),88,$32.00
19350,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Romililly 2013 Monte Rosso Vineyard Zinfandel (Moon Mountain District Sonoma County),88,$45.00
19351,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Frank Family 2013 Zinfandel (Napa Valley),91,$37.00
19352,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Kunde 2013 Reserve Century Vines Zinfandel (Sonoma Valley),87,$50.00
19353,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Barber 2013 Mr. Beast Topolos Vineyard Zinfandel (Sonoma Mountain),88,$25.00
19354,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Ravenswood 2013 Barricia Vineyard Zinfandel (Sonoma Valley),88,$37.00
19355,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Ca' Momi 2013 Zinfandel (Napa Valley),87,$26.00
19356,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Gracianna 2013 Bacigalupi Vineyard Zinfandel (Russian River Valley),90,$44.00
19357,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Howell Mountain Vineyards 2013 Beatty Ranch Zinfandel (Howell Mountain),90,$55.00
19358,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Pear Valley 2013 Pear Valley Vineyard Zinfandel (Paso Robles),90,$19.00
19359,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Rock Wall 2013 Hendry Vineyard Zinfandel (Napa Valley),90,$40.00
19360,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Rusack 2013 Santa Catalina Island Vineyard Zinfandel (California),89,$72.00
19361,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,WCP 2013 The Zin Cripple Creek Vineyard Zinfandel (Paso Robles),91,$34.00
19362,2013.0,Drink,Lively but concentrated wines with good structure built for long-term drinking,California,Zinfandel,Three 2013 Old Vines Zinfandel (Contra Costa County),92,$22.00
